IMG;Ingr nr total - file;Ingr nr;Ingr nr identified;Ingr list;Ingr identified;Nr AB ingr - file;Nr AB ingr identified;AB ingr list - file;AB ingr list identified;Overlap (TP);Missed (FN);Extra (FP);AB ingr overlap (TP);AB ingr missed (FN);Wrongly flagged (FP)
n11;30;30;140;['cāļa gaļa', 'dzeramais ūdens', 'vistas āda', 'kviešu milti', 'kalcija karbonāts', 'dzelzs', 'b3 un b1 vitamīni', 'raugs', 'garšvielas', 'paprika', 'kurkuma', 'kviešu glutēns', 'saulespuķu eļļa', 'ciete', 'rīsu milti', 'irdinātāji', 'difosfāts', 'nātrija hidrogēnkarbonāts', 'dekstroze', 'kviešu šķiedras', 'piena olbaltumvielas', 'satur laktozi', 'maltodekstrīns', 'skābuma regulētāji', 'amonija karbonāts', 'nātrija acetāts', 'citronskābe', 'antioksidants', 'askorbīnskābe', 'sāls'];[': cāļa gaļa 47\'l, dzeramais ūdens, vistas da, kviešu milti {kalcija karbonāts, dzelzs,\nb3 un b1 vitamīni}, raugs, garšvielas aemuka kurkuma}, kviešu glutēns, saulespuķu eļļa, ciete, rīsu milti,\nur difosfāts, nātrija hidrogēnkarbonāts, dekstroze, kvieš šķiedras, piena olbaltumvielas {satur\nlaktozi}, maltodekstrīns, skābuma regulētāji: amonija karbonāts, nātrija acetāts, citronskābe, antioksi-\n\n- dants: askorbīnskābe, sāls. var: soja, rieksti, sinepes, atekn 100 g uj vidēji satur: enerģē-\n\ntiskā vērtība 910 kji 218 kcal, tauki 11,0 g, tostarp piesātinātās taukskābes 2,3 „ogļhidrāti 17.8 g, tostarp\n\ncukuri 0,8 g, olbaltumvielas 12,0 g, sāls 16 f uzglabāt temperatūrā +2 "c līdz +6 "c. izlietot līdz:\n\nskatīt uz etiķetes. lepakots aizsargatmostērā. pēc iepakojuma atvēršanas izlietot 48 h laikā.\nražots: sia "gaļas nams - ādaži" parka iela 8, lielvārde, ogres novads, lv-5070, latvija.\n\ncāļa gaļas izcelsme ir es\n\nsaulespuķu eļļā | prot\n\n cooked in sunflower oil\n\nots\n\ngreat source of protein\n\nlie\n\n}\n\n4751015 685367\n\nlatvijan a}\n4047340 } {in\n\nother\n\n'];4;5;['cāļa gaļa', 'vistas āda', 'piena olbaltumvielas', 'satur laktozi'];['cāļa gaļa', 'gaļas', 'vistas', 'piena', 'laktozi'];4;0;1;['cāļa gaļa', 'vistas', 'piena', 'laktozi'];[];['gaļas']
n12;34;34;392;['cāļa krūtiņas fileja', 'ūdens', 'kviešu milti', 'sāls', 'raugs', 'paprika', 'kurkuma', 'cāļu ādas', 'kviešu ciete', 'sīpolu pulveris', 'aromatizētāji', 'piparu ekstrakts', 'biezinātāji', 'e412', 'e460', 'e401', 'siers', 'satur pienu', 'kviešu olbaltumvielas', 'var saturēt soju', 'satur krāsvielu e170', 'kartupeļu ciete', 'kviešu šķiedrvielas', 'stabilizētāji', 'e451', 'e450', 'e516', 'antioksidants', 'e300', 'dekstroze', 'skābuma regulētāji', 'e327', 'e262', 'rapšu eļļa cepšanai'];['%\n\n—o ee tas, panētas / kepti višttenos file gabalēlia\nveias nagetes ar sieru, cep j p e ai su\nsū saūneseuuose |kūpsetatud paneeritud kanafileenagitsad juustuga\n\n: - cāļa krūtiņas fileja 48%, ūdens, kviešu milti, sāls, raugs, paprika, kurkuma, cāļu ādas, kviešu ciete, sīpolu pulvas\nmoreizaēj pipalu ekstrakts, biezinātāji {e412, e460, ž ernis {satur pienu}, kviešu olbaltumvielas fvar}, kartupeļu ciete, kviešu šiedvielas stabilizētāji {e451. e450, e516}, antioksidants {e900}, dekstroze, skābumaregjui\n{e327, e262}. rapšu eļļa cepšanai. lepakots aizsargatmostērā. gatavs lietošanai, ieteicams uzsildīt: uz grilla vai pannas 7 min. pēciep ra\natvēršanas izlietot 48h laikā {+2... +6}” c, bet ne vēlāk kā līdz datumam, kas norādīts uz iepakojuma. ēkojuma\nģ lt sudedamosios days: viščiuku filē 48%, vanduo, kvietiniai miltai, druska, mielēs, paprika, ciberžalē, viščiuku odeles, kvieči\n\ns\n\n} „m ši m visiem < scil u\nūnu milteliai, iosios medžiagos, pipiry ekstraktas, tirštikliai {e412, e460, e401}, sūris 2,2% {sudētyje yra pien , kvieg |\n\ngali būti s eetaogoja yra dažiklis e170}, bulviu krakmolas, kvieciļņ skaidulos, stabilizatorai {e451, e450, e516}, artiokaderta pati\n\ndekstrozē, rūgštinguma reguliuojančios medžiagos {e327, e262}. rapsu aliejus kepimui. supakuotas naudojant apsaugines dujas. prodiktas\nvartoti, rekomenduojama pašildyti: ant groteliy ar keptuvēje 7 min. pažeidus pakuote suvartoti per 48 val. {+2..+6}c, bet ne vēliau kaipiki\nvartojimo termino pabaigos.\n\n” ee koostisosad: kanarinnafilee 48%, vesi, nisujahu, sool, pārm, paprika, kurkum, kananahad, nisutārklis, sibulapulber, lēhna- ja maitseaned,\n\nf pipraeksirakt, paksendajad {e412, e460, e401}, juust 2,2% {sisaldab piimā}, nisu valk {vālb sisaldada soy, sisaldab varvaine e1 70},\n\nkartulitarklis, nisukiud, stabilisaatorid {e451, e450, e51 6}, antioksūdant {e300}, deksiroos, happesuse regulaatorid {e327, e262}. rapsidis\npraetud. pakendatud gaasikeskkonda. toode kasutusvalmis,\n\nsoovīitav soojendada: grillil vēi pannil 7 min. pārast pakendi\n\nv avamist tarbida 48h jooksu! {+2...+6}\'c, kuid mitte hiljem, kui etiketii mārgitud kuupāaevaks. šš\npr uzglabāšanas temperatūra/laikymo temperatūra/sailitustem peratuur: {+2...+6}*c. 100 g produkta vidēji satur/100 g produkto las\narea yra/100 g tooded sisaldab keskmiselt: eenerģētiskā vērtībajenerginē vertējenergiasisaldus 772 kj/1 84 kcal, lt =\nm | 60 č auda aīau g  fostarp piesātinātās taukskābes/iš kuriy sočiuju riebaly rūgščiu/millest kūllastunud rasvhapped {— e38199 | c0\nā abam ao svandeniai/sūsivesikud 14 g, tostarp cukuri/iš kuriu cukru/millest suhkrud 1,3 g, =\nj umvielas/baltymai/valgud 14 g, sāls/druska/sodl 1,7 g eb —\n, . =\n\nizlietot lī ik zin , s\nzlie īdz/tinka vartoti iki/kēlblik kuni: 12.02.2023 neto masa/grynasis kiekis/netokaal: 0,260 kg ej\n\nražots pēc as "putnu fabri\n} . nka kek aj eet , u, « : {}\nlabrika ķekava" ā aa a pasūtījum i "putnu fabrika kekava" užsakyma/ valmistatud as "putnu\nentellimuseļ: as "putnu * brika koka mina aaa ši a ijedi či a/ lāti. atsauksmes pīkekava.lv\n\n\n'];4;2;['cāļa krūtiņas fileja', 'cāļu ādas', 'siers', 'satur pienu'];['cāļa krūtiņas', 'cāļu ādas'];2;2;0;['cāļu ādas', 'cāļa krūtiņas'];['siers', 'satur pienu'];[]
n13;58;58;199;['maize', 'kviešu milti', 'ūdens', 'cukurs', 'rudzu milti', 'raugs', 'rapšu eļļa', 'sāls', 'inaktivēts rudzu ieraugs', 'emulgatori', 'e471', 'e472e', 'kviešu lipeklis', 'irdinātājs e503', 'miltu apstrādes līdzeklis e300', 'cepta vistas gaļa', 'vistas gaļa', 'garšvielas', 'garšvielu ekstrakti', 'jodēts sāls', 'aromatizētāji', 'ķiploku granulas', 'sīpolu pulveris', 'melnie pipari', 'paprika', 'majonēze', 'ūdens', 'rapšu eļļa', 'cukurs', 'modificēta ciete', 'sinepes', 'ūdens', 'sinepju sēklas', 'spirta etiķis', 'sāls', 'garšvielas', 'olu dzeltenuma pulveris', 'skābe e260', 'sāls', 'stabilizētāji', 'e412', 'e415', 'e401', 'e410', 'glikozes sīrups', 'marinēti gurķi', 'gurķi', 'spirta etiķis', 'sāls', 'cukurs', 'siers', 'piens', 'sāls', 'ierauga kultūras', 'siera ferments', 'ķiploku granulas', 'sīpolu pulveris', 'pētersīļi'];[': maize 44% {kviešu milti, ūdens, cukurs, rudzu milti,\nraugs, rapšu eļļa, sāls, inaktivēts rudzu ieraugs, emulgatori: e471, £472e, kviešu lipeklis, irdinātājs e503, miltu\napstrādes līdzeklis 300}, cepta vistas gaļa 18% {vistas gaļa 95%, garšvielas, garšvielu ekstrakti, jodēts sāls,\naromatizētāji, ķiploku granulas, sīpolu pulveris, melnie pipari, paprika}, mejomīz 16% {ūdens, nu eļļa,\ncukurs, modificēta ciete, sinepes {ūdens, sinepju sēklas, spirta etiķis, sāls, garšvielas}, olu dzeltenuma\npulveris, skābe e260, sāls, stabilizētāji: e412, e415, e401, e410, glikozes sīrups}, marinēti gurķi 11% {gurķi,\nspirta etiķis, sāls, cukurs}, siers 11% {piens, sāls, ierauga kultūras, siera ferments}, ķiploku granulas, sīpolu\npulveris, pētersīļi. var. izlietot līdz: skatīt uz iepakojuma.\nuzglabāt temperatūrā no +2 *c līdz +6 "c, ražots lietuvā pēc īpaša rimi pasūtījuma. maizes, vistas izcelsme:\nes. izplatītājs latvijā: sia rimi latvia, a. deglava iela 161, rīga, lv-1021. bezmaksas tālrunis atsauksmēm\nlatvijā: 80000 180. lepakots aizsargatmosfērā.\n\nlr skandinaviškas sumuštinis su vištiena. sudedamosios dalys: duona 44% {kvietiniai miltai, g\n\n4+ ti 0}\nkviečiu glitimas, tešlos kildymo medžiaga e503, milty apdorojimo medžiaga e300}, kepta vištiena 18\n\nea 11% {agurkai, spirito actas, druska, cukrus}, sūris 11% {pienas, druska,\nsllužo fermentas}, česnako granules, svogūnu milteliai, petražoles. gali bū\n\nsezamu pēdsaku. tinka vartoti iki: žiūrēti data ant pakuotēs. laikyti nuo + ta\n- ž * v s\ntemperatūroia danamint ietininim mammai 80 rimi užsakymg. duonos, vištieno a\n\nget n {1\n\n\n'];6;6;['cepta vistas gaļa', 'vistas gaļa', 'olu dzeltenuma pulveris', 'siers', 'piens', 'siera ferments'];['siera ferments', 'vistas', 'vistas', 'olu', 'siers', 'vistas'];5;1;1;['siera ferments', 'siers', 'vistas', 'vistas', 'olu'];['piens'];['vistas']
n14;4;4;86;['pasterizēts govs piens', 'pārtikas ražošanas sāls', 'ieraugs', 'mikrobiooģiskais ferments'];[':\npasterizēts govs piens, pārtikas ražošanas sāls,\nieraugs, mikrobioloģiskais ferments.\n\nuzturvērtība 100g produkta: enerģētiskā vērtība 1449\nkj / 349 kcal. tauki 27g, tostarp: piesātinātās\ntaukskābes 18g, ogļhidrāti og, tostarp: cukuri 0g,\nolbaltumvielas 25g, sāls 1,2g. uzglabāt temperatūrā\nno +29 c līdz +6? c. iepakots aizsargatmosfērā {e941,\ne290}. izlietot līdz: skatīt uz iepakojuma. pēc\natvēršanas izlietot 5 dienu laikā, bet nepārsniedzot uz\niepakojuma norādīto termiņu. izcelsmes valsts\nproduktam: nīderlande. fasēts: a/s "cesvaines piens”,\nrāmuļu iela 25, lv-1005, rīga, latvija, tālrunis +371\n22003887, www.cesvainespiens.lv\n\nnni ee\n417504851000588\n\nizlietot līdz:\nl\n\na\n\n0.0423\n\n'];1;1;['pasterizēts govs piens'];['govs piens'];1;0;0;['govs piens'];[];[]
n15;21;21;40;['biezpiens', 'sviests', 'vīnogu lapas', 'vīnogu lapas', 'antioksidanti', 'e223', 'e224', 'sāls', 'skābuma regulētājs', 'citronskābe', 'e330', 'ķiploki', 'olīvas', 'sāls', 'biezinātāji', 'e407', 'e415', 'pētersīļi', 'maurloki', 'dilles', 'konservants kālija sorbāts'];[': biezpiens\nsviests, vīnogu lapas 8% {vīnogu lapas, antioksidanti:\n{e223, e224}, sāls, skābuma regulētājs: citronskābe\n{e330}}, ķiploki 6%, olīvas 1,5%, sāls, biezinātāji: {e407,\ne415}, pētersīļi, maurloki, dilles, konservants kālija\nsorhāts. uzturvērtība 1009/100m produkta: enerģētiskā\n\ngu vi 1481, enerģātiskā vērtība {kcal}: 356,\nd piesātinātās taukskābes {g}: 21.0,\n\n\n'];2;1;['biezpiens', 'sviests'];['biezpiens'];1;1;0;['biezpiens'];['sviests'];[]
n16;33;33;632;['cepumu bumbas', 'kviešu milti', 'margarīns', 'rapšu ela', 'kokosriekstu eļļa', 'ūdens', 'pilnīgi hidrogenēta rapšu eļa', 'sāls', 'emulgators taukskābju mono un diglicerīdi', 'skābuma regulētājs citronskābe', 'dabīgs aromatizētājs', 'vitamīns a', 'cukurs', 'kviešu ciete', 'irdinātāji', 'difosfāti', 'nātrija karbonāti', 'kviešu ciete', 'ciete', 'vaniļas cukurs', 'cukurs', 'vaniļas aromatizētājs', 'ekstrahēts vaniļas pulveris', 'ekstrahētas vaniļas sēklas', 'sāls', 'cukurs', 'sausais piens', 'kakao sviests', 'kakao masa', 'ciete', 'emulgators saulespuķu lecitīni', 'vanilīns', 'sāls'];['a\n\n,\nu %\nj\n\n\' }\nmi\n\n* {so selga cepumu bumbas piena šokolādē, las: cepumu burnbas 39% {kviešu riti, margarins {repšu eļa, kokosriekstu eļa, ūdens, pilnīgi hidrogenēta rapšu eļļa, sāls, emulgatas\n= jaukskābju mono un diglcerīdi, skābuma iegulētājs citronskābe, dabīgs aromat { | kvies fe, varis |\n\n:! noludžīja lepabātass a ts ēstahēis ss sv} alas ausspiems alensiss lamas cet era, ulecitini, vanilīns, sāls. var{183 c rainis olaf ņ\n\n" tlms,nendviebto pieno milteliai, kakavossviestas" kak\n\na\n. : a 2\npiena šokolāde 60%. sastāvda\n\ngs aromatizētāj, vitamīns a}, cukurs, kviešu ciete, irdinātāji ķlfosfāti, nātrija karbonāti}, kviešu ciete cietē, varilas cukurs {cukurs, variks + v. č\n\nieni sti as, pērguvēlja tee 6, lehrijā,raevald, 75306, harjumaa, eēsti. ex9 $el biscuitballsin milk diocolate. mik dhocolate60%. gredients j\nrookie nibbles 39% {wheat four, margarine {rapeseeģ oil a hmtdvma vguvja tee, leha reev mm a ga\n\nča ten fully hpdrogenated rapeseed oil, salt, emulsifier mono and diglpcerides offatty acids, acidity regulator citric acid, natural flavourina, vitamia\nele an segta tnetm, j lmdlogenated rap\n\n: kt\n\nwheatstarch,stareh, vanīlasugar suga, venila favouring, etractedvenila powder evtracted vanillaseeds}, sal}, sugar, wicle milkpow\n\n{kaa date, coko2 mass, stare, e er suniloker lecitbin,vanilim, sal. may contain teces aideen v 4 peanuts and - products. keep cool and dry {18:83} kam a vid a.\n\nlehmja, rae vald, 75306, harjumaa, čest cd sausainiu rutuliukai pieniname šokolade selga", pieninis okoladas 60%. sudedarmosios dzljs: sausainiņ rutuliukai a a |} iret a vitamīns /. alas a\n\ndiejus kokosu aliejus, vanduc, visiškai hidrintas tapsu aliejus, druska, emaslls riebalu rūgsčiy mono- ir diglceridai, rūgštinguma regulivojanti če citrinuy rūgštis, natūrali j c ie? dnia\n\nkvieāi} iu eslešos lido medžegus iisti netiokarbane, kvieāu loks, kalmes rem ies icukrus, vanilēs kvapiojime gi eu teli, — ru\n\navosmasē, krakmolas, emulsikislectinai {saulē ražu}, vanilinas, kam oo —\n\need, lehimja, rae vald, 75306, harjumaa, estija. es selga kupsisepallid piimašokolaadis. pimašokolaadi 60%. ari ā i - alata\n\ntrpsār rams nekas li, vesi, tāielikult hūdrogeenitudra lē amkkāma a a nk pe seez sinrtaje koteīk re masa,  lah.līgi\n\nierjtusane kk naatriumkarbonaadid} risutārks, tārklis, vanilisuhkur {suhkur, vanili lohna-ja maitseaine, ekstraheertud vanilipulber ekstraheeritud vaniliseemned}, - eu\n\niem sarma šā seauugaator pāerallelestin, vanillin,s0ol. vēib sisaldada erinevate pāhklite, maapāhklite js munatoodete aake. sāllitada jahedas ja kuivas kohas {183} "c tooļy\n\ntas ww ļ man\n\nnd v\n\nj\nkandnon\n\nietip 102} "garmintojas orkla eesti as, pērauvāljat\n\niayrae vald, 75306, harjumaa, eesti selga neuekbe-lapuku b monouhom tuokonagme, monodkbi uuokonaj 60%. cocras: iii im } ģ nu\n"wkocob0e maco, bojā, nonhoctdio tmipotehbmpobakhoe pancogoe mac1o, con, 3mjnbfatop moko- m autmmlep kb kuģa kicno, peņa antotu ,\nsamaka}, ax, mliehuhbi lā kpa, pa3pooenmtejm {pugocbato, kapdokatbi katpma},mllehghbi j pava, kam, bak hb ll cap ku} i:\ntaa > tdakt 13 cemak baku}, co6}, caxap, uenbhoe {02 monoko, kak20-macno, kakao-macca ,kpakma, 3mtdratop nokconkek hb relļtak, bakiu!\n\n9% apaua a amuhbī npogyktob. āpakmtb 8 gnom mecre npn temneparpe {183} c. cpegune 3kaemma nmuļeboā lehhoctm 8 100 r1poņna\nta ku 530 kan, čengu = 74 1 mupbi = 30 1, prmebojjbi = 57 f. mbrorogureno: orkla eesti as, pērguvālja tee 6, lehmja, rae vald, 75306, "jura\nsreppumopuu p0: 000 "co110", 199178, cakr-flere jr, š-a im bagibebg.0ro ocrpoa, jam žāļjuepā, nom. 69324. p8 232 k\n\n"ga sušienkovē guldo vmliečnejčokolāde, miečna čokolāda 60%. zočenie kis susienok 39% {pšeničnā mika, ma garnea\nkaram 02 ci cerīdy mastnych kyselin,regulātorkpslosti: kyseliacitrānovā, prirodnā priehut v tamin a}, cuko, če opreopr\nro, vanilkovā prenut, evtranovany vanilkovy prašok, extrahovane vanilkovē semienka}, sol}, cuko, c neodstredeneho mlieka,kēk\nka ve sl0pove prvky roze orednov, arašidov a vaječmja produktov. skladovatna chladnom a suchom rmieste {18\n\nsdu o rona\n\nnubona jj b\n\n.a c11sonkoļ”\neco a}. bajzu 14,971 01 prievidza, slovenskā republika tel:00421-46-541 j034 www bonaeu sk c2 selo air\nida « pēničmā mauka, margarin fepkovj olej kokosov? olej voda, zcela ztuženj fepkovy olej sl, e”mulgātor mono» adgren\n\na drotnemiēk psn škrob lupci piisad ditosfaty, uhliātan sodny}, pseničmj škrot, $krob,vanilkovy cukr ak, vaniko "dl\na uinbee: orla ko mēs kakaovā hmota\', škrob, emulgātor slunečnicovy ecitin, vanilin, sil. mūže obsahovat stopy riznj0}\nku ehmja, rae vald, 75306, harjumaa, eesti\n\nfe pi\n\n\n'];1;2;['sausais piens'];['piena', 'piena'];0;1;2;[];['sausais piens'];['piena', 'piena']
n17;23;23;0;['pupiņu milti', 'kukurūzas putraimi', 'saulespuķu eļļa', 'jauktas garšvielas', 'sūkalu pulveris', 'no piena', 'maltodekstrīns', 'no kukurūzas', 'no kartupeļiem', 'sāls', 'siera pulveris', 'cukurs', 'rauga ekstrakts', 'siera pulveris', 'no kura  ir baltais čedaras siers', 'aromatizētājs', 'satur pienu', 'sīpolu pulveris', 'skābuma regulētājs', 'citronskābe', 'garšvielas', 'augu eļļa', 'rapšu'];['\n'];6;0;['sūkalu pulveris', 'no piena', 'siera pulveris', 'siera pulveris', 'no kura 50% ir baltais čedaras siers', 'satur pienu'];[];0;6;0;[];['sūkalu pulveris', 'no piena', 'siera pulveris', 'siera pulveris', 'no kura 50% ir baltais čedaras siers', 'satur pienu'];[]
n18;23;23;124;['pupiņu milti', 'kukurūzas putraimi', 'saulespuķu eļļa', 'jauktas garšvielas', 'sūkalu pulveris', 'no piena', 'maltodekstrīns', 'no kukurūzas', 'no kartupeļiem', 'sāls', 'siera pulveris', 'cukurs', 'rauga ekstrakts', 'siera pulveris', 'no kura  ir baltais čedaras siers', 'aromatizētājs', 'satur pienu', 'sīpolu pulveris', 'skābuma regulētājs', 'citronskābe', 'garšvielas', 'augu eļļa', 'rapšu'];['597\nā /\n\nā\n\n4\n«4\nj\n\npersvetmēt dp {sūkalu pulveris {no piena}, maltolakētrns {no kukurūzas, 4\n{ "tupeļiem}, sāls, siera pulveris {8,5%}, cukurs, rauga ekstrakts, siera pulveris {3%}\nno ku ir baltais cedaras siers}, aromatizētājs {satur pienu}, sīpolu pulvēfis,\nskābuma re ulētājs icitronskābe}, gar švielas, augu eļļa {rapšu}}. ražots latvijā. pupiņu\nmiltu izcelsmes kwieta: es un ārnus es.\n\na\n\nen bean and corn sticks:\nwith cheese flavour\nb daredients: bean flour {28%}, corn\n\n| ower oil, spice mix {20%} {whe/\neast m milk}, maltodextrin {maize, potato}, salt, cheese powder {8,5%} suga\nkontano at cheese powder {3%} {of which 50% white cheddar cheese}, flavour\n, 19} idi nn n\nseed}}. made : aria bowder, acidity regulator {citric acid\n\n}, spice, vegetable oil {1d\nean flour: eu and non- eu.\n\nz\n\n\'\nll\nru\nnan {r\n8: 6060b —\n6 a mykka {28%}, kvkvrvo em n\n\n\n'];6;4;['sūkalu pulveris', 'no piena', 'siera pulveris', 'siera pulveris', 'no kura 50% ir baltais čedaras siers', 'satur pienu'];['sūkalu pulveris', 'siera', 'piena', 'siers'];4;2;0;['sūkalu pulveris', 'siera', 'piena', 'siers'];['siera pulveris', 'satur pienu'];[]
n19;33;31;0;['kukurūzas putraimi', 'augu eļļa', 'saulespuķu eļļa', 's', 'vai palmu eļļa', 'p', 'vai rapšu eļļa', 'r', 'jauktas garšvielas', 'maltodekstrīns', 'kukurūzas', 'kartupeļu', 'sūkalu pulveris', 'no piena', 'piena pulveris', 'piena olbaltumvielas', 'siera pulveris', 'sāls', 'tomātu pulveris', 'rauga ekstrakts', 'dekstroze', 'no kukurūzas', 'cukurs', 'garšvielas', 'aromatizētājs', 'sīpolu pulveris', 'skābuma regulētājs', 'citronskābe', 'garšvielu ekstrakti', 'paprikas', 'čili'];['\n'];5;0;['sūkalu pulveris', 'no piena', 'piena pulveris', 'piena olbaltumvielas', 'siera pulveris'];[];0;5;0;[];['sūkalu pulveris', 'no piena', 'piena pulveris', 'piena olbaltumvielas', 'siera pulveris'];[]
n20;21;21;185;['aunazirņi', 'rapšu eļļa', 'sezama pasta', 'burkāni', 'ūdens', 'mango biezenis', 'mango', 'cukurs', 'kokosriekstu piena pulveris', 'kokosriekstu piens', 'maltodekstrīns', 'piena olbaltumvielas', 'kokosrieksti', 'cukurs', 'sāls', 'skābe e330', 'ķiploki', 'konservanti', 'e211', 'e202', 'garšvielas'];['. aunazeņ uz rapšu\nfiļa, sezama pasta, burkāni, ūdens, mango bezens 89 mango s0 cukurs, kokosrekstu piena pulvers 29 kokosriestu per\nmaltodeksrīns piena olbaltumvielas} kokosrekst 2, cukurs, sāls skābe e230} kplokļ konservanteezi e22, garšmelas 100 g produkta\nuzturvērtība: energētskā vērtība 1298 ku! 314 kcal, tauki 266 g, tostarp piesātnātās taukskābes 48 g, ogu hdrāt 36 g, tostarp cukura 32 6,\ngaedrelase0g cl baltumvelasgog sāls 0g.eteicamslīdze skatīt uz epakojuma uzglabāttevperatūrāno 1 "cldz-a tc ražotsn demo\npēcīpašarim pasūtuma. aunazrņu mango bezeņaunkokosrekstuzcelsmenai noer.ande zplattājslatvuā stari lata dega ela\nrīga hid. bezmaksas tālrunis atsauksmēm latvujā: 0000 180. oe humusas su mangaisir kokosais, sudedamosios dalvs: ainžpna 2\nrapsu alejus sezamu pasta, morkos vanduo, mangu tvrē bo {manga 90, clkrus} kokos peno mltelia 2 kokos penas, maltodekstras\npieno balta kokosai 2 cukrus druska rūgštis e230 česnakas konservantalezt:, e202 preskonal10o gprodukto maistngumas: nero\nvertē 120 ku 314 kcal, rebalai 2666, š kuri sočiļju rebalu rūgšciu 486, angllavandeniat 6g iskuriu cukru 3,26, skaidulinēs medziag0560g .\nbaltmalgpg, druska 0g. gerausias kl žūrēti data antpakuotēs laktinuo + cikl-+7 c temperaturoje pagamintandeplanduosepagal\nspecalurmiužsama, aināra, mangu tvrērkokosainērakle!šnidbrlanoļplatntojas letuvoje: uab, rimi lietuva spau005g611t\n\nosb, vilnius letuva. nemokamas klentu aptarnavimocentrotel 88002900 180 g ce\n\npet\n\n\n'];1;2;['piena olbaltumvielas'];['piena', 'piena'];1;0;1;['piena'];[];['piena']
n21;16;16;84;['kviešu milti', 'cukurs', 'palmu eļļa', 'ūdens', 'glikozes', 'fruktozes sīrups', 'iebiezināts piens ar cukuru', 'piens', 'cukurs', 'emulgators e322', 'sojas', 'sāls', 'irdinātāji', 'e503', 'e500', 'aromatizētājs'];[': kviešu milti, amu : ila, ūdens, glikozes-fraktoes sirups, iebiezināts piens ar cukuru 07% piens, cukurs},\n\nmi tors e322 saaks, irdinātāji: e503, e500, aromatizētājs. var. 100 g produkta uzturvērtība: eredēia vērtība\n\n1968 1u/ u68 kcal, tauki 16,39, tostarp piesātinātās taukskābes 7,3 g, oglhidrāti 70,2 g, tostarp cukuri 19,5 g, šķiedrvielas , 1 g, olbaltumvielas 9} 9, sāl5039. ieteicams\n\nlīdz: skatit uz iepakojuma. uzglabāt sausā vietā. ražots lietuvā % īpaša rimi pasutījuma. miltu izcelsme: es. izplatītājs latvijā: sia rimi latvia, a. deglava iela 161,\n\nriga, lv-1021. bezmaksas tālrunis atsauksmēm latvijā: 80000 180.\n\n„\n\n\n'];2;2;['iebiezināts piens ar cukuru', 'piens'];['piens', 'piens'];2;0;0;['piens', 'piens'];[];[]
n22;20;21;80;['pilngraudu kviešu milti', '78g', 'rivētā mocarella', 'piens', '8g', 'rivēts ementāl siers', 'piens', 'kaltētu tomātu gabaliņi', '7g', 'linsēklas', '6g', 'extra virgin olīveļļa', '4g', 'sezama sēklas', '3g', 'jūras sāls', 'raugs', 'mieža iesala ekstrakts', 'provansas garšaugi', '0', '3g'];['tomātu 8 mocarellas\n\ni i i i eee a a o ar\npilngraudu sausmaizītes ar extra virgin olīveļļu {4%}\n\nš a ila, ilngraudu kviešu milti {78g**}, rivētā mocarella\n\nfī ipiens} { ga} rivēts ementāl siers {piens}, kaltētu tomātu gabaliņi\ng**}, linsēklas {6g**}, extra virgin olīveļļa {4g**}, sezama sēklas\na jūras sāls, raugs, mieža iesala ekstrakts, provansas garšaugi\n\nj di .\n: "2100 g produkta ražošanai.\n\nvidēja uzturvērtība  100gmēmv.\n\nenerģetiskā vērtība ——— — 1716kj/409kaal\ntauki 13 g\n\ntostarp piesātinātās taukskābes ——————— 379\nogļhidrāti a ēd\n\ntostarn eiebieei 1a\n\n\n'];4;2;['rivētā mocarella', 'piens', 'rivēts Ementāl siers', 'piens'];['mocarella', 'siers'];2;2;0;['mocarella', 'siers'];['piens', 'piens'];[]
n23;12;11;1;['rudzu milti', 'miežu graudi', 'cukurs', 'saulespuķu sēklas', 'rudzu iesals', 'tīrkutūra', 'piens', 'pienskābās baktērijas', 'kviešu klijas', 'sāls', 'ķimenes'];['nn\n\n751001\n\n\n'];2;0;['tīrkutūra', 'piens'];[];0;2;0;[];['tīrkutūra', 'piens'];[]
n24;36;36;48;['kviešu milti', 'piena šokolāde', 'cukurs', 'kakao sviests', 'pilnpiena pulveris', 'kakao masa', 'emulgators e322', 'sojas', 'nehidrogenētas augu eļļas', 'palmu', 'saulespuķu', 'cukurs', 'auzu milti', 'baltā šokolāde', 'cukurs', 'pilnpiena pulveris', 'kakao sviests', 'vājpiena pulveris', 'emulgators e322', 'sojas', 'aromatizētājs', 'tumšā šokolāde', 'cukurs', 'kakao masa', 'glikozes sīrups', 'kakao sviests', 'emulgators e322', 'sojas', 'glikozes', 'fruktozes sūrups', 'olu pulveris', 'sāls', 'irdinātāji', 'e450', 'e500', 'aromatizētāji'];["i detud ienakoiuma va 2< izlietot '| ši taikā. uzgl abāt sausā, neša les at ā\n\nmi eesti f vietā. ražots nīde ē pēc īpaša rimi pst okolādes izcelsme: es. latītājs\n\nfood | 161, lv-\ncs rī latvia. a. deglava iela a, 1021. bezmaksas tālrunis\ns lai sa aka 80006 180.\n\n\n"];5;0;['piena šokolāde', 'pilnpiena pulveris', 'pilnpiena pulveris', 'vājpiena pulveris', 'olu pulveris'];[];0;5;0;[];['piena šokolāde', 'pilnpiena pulveris', 'pilnpiena pulveris', 'vājpiena pulveris', 'olu pulveris'];[]
